points_scored,plus_minus,outcome,seconds_played_per_game,made_field_goals_percent,made_three_point_field_goals_percent,made_free_throws_percent,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,NAME_x,Start_Year_x,Age,Name_Year,File_Name,TEAM,SALARY,POSITION
15.44,-4.22,26,1928.7,43.57,39.15,78.48,0.47,2.11,3.25,1.16,0.19,2.09,1.78,10.14,Eric Gordon,2013,24,Eric Gordon@@@2014,2013-2014_gordoer01_regular_season_box_scores.csv,New Orleans Pelicans,"$14,898,938",SG
12.65,-0.36,37,1662.26,46.07,0.0,74.55,2.25,5.28,2.05,0.41,1.75,2.28,3.16,9.32,Roy Hibbert,2010,24,Roy Hibbert@@@2011,2010-2011_hibbero01_regular_season_box_scores.csv,Indiana Pacers,"$2,588,590",C
14.6,5.07,27,1885.3,41.42,32.79,87.08,0.65,4.05,2.7,0.98,0.53,1.58,2.0,11.09,Danilo Gallinari,2011,24,Danilo Gallinari@@@2012,2011-2012_gallida01_regular_season_box_scores.csv,Denver Nuggets,"$9,439,000",PF
15.68,0.91,47,1712.42,43.93,40.15,83.65,0.42,2.29,5.95,1.23,0.3,2.76,2.11,11.85,Jeff Teague,2015,22,Jeff Teague@@@2016,2015-2016_teaguje01_regular_season_box_scores.csv,Indiana Pacers,"$8,800,000",PG
29.88,5.93,45,1973.99,55.34,29.34,72.19,2.0,9.61,5.79,1.07,1.36,3.27,3.16,25.54,Giannis Antetokounmpo,2021,27,Giannis Antetokounmpo@@@2022,2021-2022_antetgi01_regular_season_box_scores.csv,Milwaukee Bucks,"$42,492,492",PF
14.74,7.08,53,1974.32,49.32,31.66,83.66,0.34,4.02,10.8,1.86,0.31,2.35,2.06,16.74,Chris Paul,2021,36,Chris Paul@@@2022,2021-2022_paulch01_regular_season_box_scores.csv,Phoenix Suns,"$28,400,000",PG
4.4,0.83,24,1091.19,51.81,39.47,80.77,1.69,2.71,0.62,0.42,0.77,0.52,2.63,4.57,Taj Gibson,2021,32,Taj Gibson@@@2022,2021-2022_gibsota01_regular_season_box_scores.csv,Washington Wizards,"$1,836,090",F
19.05,-0.76,33,2317.24,42.93,36.78,84.42,0.51,2.62,6.48,0.9,0.23,2.96,2.1,13.45,Damian Lillard,2012,22,Damian Lillard@@@2013,2012-2013_lillada01_regular_season_box_scores.csv,Portland Trail Blazers,"$3,202,920",PG
22.23,-1.34,30,2186.68,43.94,31.5,65.62,1.68,9.86,11.74,1.37,0.35,4.8,2.92,19.37,Russell Westbrook,2020,32,Russell Westbrook@@@2021,2020-2021_westbru01_regular_season_box_scores.csv,Los Angeles Lakers,"$44,211,146",PG
9.85,1.7,55,1621.24,54.29,0.0,75.0,2.61,4.98,0.27,0.38,2.41,0.87,3.26,9.4,Serge Ibaka,2010,19,Serge Ibaka@@@2011,2010-2011_ibakase01_regular_season_box_scores.csv,Oklahoma City Thunder,"$1,288,200",F
9.35,3.79,52,1568.36,43.12,38.64,77.42,1.42,3.59,0.91,0.36,0.32,0.64,1.91,7.28,Ryan Anderson,2017,26,Ryan Anderson@@@2018,2017-2018_anderry01_regular_season_box_scores.csv,Miami Heat,"$20,421,546",PF
26.87,4.24,36,2095.8,50.55,40.21,92.2,0.96,3.8,6.0,1.41,0.69,2.41,2.59,21.19,Kyrie Irving,2020,28,Kyrie Irving@@@2021,2020-2021_irvinky01_regular_season_box_scores.csv,Brooklyn Nets,"$35,328,700",PG
4.08,-0.69,17,1037.08,39.01,24.75,74.55,0.98,2.02,0.43,0.35,0.37,0.69,1.69,2.87,Anthony Tolliver,2011,22,Anthony Tolliver@@@2012,2011-2012_tollian01_regular_season_box_scores.csv,Atlanta Hawks,"$854,389",PF
16.15,2.8,37,1691.1,44.06,36.69,77.64,0.49,2.68,5.1,0.68,0.17,2.44,2.1,11.59,Goran Dragic,2019,31,Goran Dragic@@@2020,2019-2020_dragigo01_regular_season_box_scores.csv,Miami Heat,"$18,000,000",PG
23.46,2.21,53,2156.76,44.59,33.81,84.99,0.82,3.65,4.04,1.04,0.27,2.24,2.14,16.37,DeMar DeRozan,2015,30,DeMar DeRozan@@@2016,2015-2016_derozde01_regular_season_box_scores.csv,Toronto Raptors,"$26,540,100",SF
12.38,0.62,47,1891.39,45.48,34.5,84.15,1.36,3.15,1.54,0.85,0.61,1.04,2.42,9.26,Nicolas Batum,2010,22,Nicolas Batum@@@2011,2010-2011_batumni01_regular_season_box_scores.csv,Portland Trail Blazers,"$2,155,365",PF
15.18,-3.34,20,1860.98,47.84,33.83,77.49,0.86,3.55,3.52,1.38,0.42,1.97,2.05,11.85,Tyreke Evans,2012,24,Tyreke Evans@@@2013,2012-2013_evansty01_regular_season_box_scores.csv,New Orleans Pelicans,"$11,796,247",G
5.39,-2.71,33,1014.72,48.46,47.3,71.13,0.57,1.36,1.12,0.42,0.26,0.97,1.47,3.81,Gordon Hayward,2010,15,Gordon Hayward@@@2011,2010-2011_haywago01_regular_season_box_scores.csv,Utah Jazz,"$2,709,720",SF
16.17,3.47,46,1923.96,40.41,35.65,76.68,0.86,4.95,1.32,0.6,0.63,1.27,2.53,9.65,Carmelo Anthony,2017,33,Carmelo Anthony@@@2018,2017-2018_anthoca01_regular_season_box_scores.csv,Houston Rockets,"$1,512,601",PF
20.73,5.05,40,2174.48,54.89,12.5,52.14,3.3,7.56,3.18,0.82,0.73,2.27,3.27,16.48,Blake Griffin,2011,25,Blake Griffin@@@2012,2011-2012_griffbl01_regular_season_box_scores.csv,LA Clippers,"$13,701,250",PF
11.33,-1.73,27,1562.78,53.41,0.0,77.78,2.76,2.88,0.78,0.39,1.56,1.34,2.04,9.51,Robin Lopez,2012,24,Robin Lopez@@@2013,2012-2013_lopezro01_regular_season_box_scores.csv,Portland Trail Blazers,"$5,904,261",C
19.44,3.1,23,2063.17,41.98,37.13,72.61,0.54,3.12,9.59,1.39,1.1,3.85,1.95,15.69,John Wall,2017,27,John Wall@@@2018,2017-2018_walljo01_regular_season_box_scores.csv,Washington Wizards,"$19,169,800",PG
3.96,-3.0,29,1039.54,53.33,0.0,54.46,1.76,4.32,0.38,0.31,0.34,0.88,1.82,3.99,Omer Asik,2015,28,Omer Asik@@@2016,2015-2016_asikom01_regular_season_box_scores.csv,New Orleans Pelicans,"$9,904,494",C
26.1,3.89,46,2062.58,50.27,33.03,84.57,2.29,7.02,3.23,1.47,2.31,2.48,2.52,22.31,Anthony Davis,2019,28,Anthony Davis@@@2020,2019-2020_davisan02_regular_season_box_scores.csv,Los Angeles Lakers,"$32,742,000",PF
26.94,7.97,23,1982.89,53.73,44.97,88.24,0.37,6.69,5.57,0.71,1.29,3.43,2.0,21.82,Kevin Durant,2020,32,Kevin Durant@@@2021,2020-2021_duranke01_regular_season_box_scores.csv,Brooklyn Nets,"$42,018,900",PF
4.16,-0.96,35,937.22,50.24,14.29,68.75,1.16,2.2,0.31,0.47,0.82,0.6,1.98,3.57,Pascal Siakam,2016,21,Pascal Siakam@@@2017,2016-2017_siakapa01_regular_season_box_scores.csv,Toronto Raptors,"$1,544,951",PF
8.06,5.04,44,1643.03,46.36,40.44,82.76,0.75,3.97,2.21,1.03,0.55,0.79,1.52,8.11,Nicolas Batum,2020,32,Nicolas Batum@@@2021,2020-2021_batumni01_regular_season_box_scores.csv,LA Clippers,"$3,170,029",PF
24.35,3.91,39,2165.88,53.54,8.33,80.48,2.54,7.69,2.19,1.47,2.94,1.4,2.07,22.18,Anthony Davis,2014,23,Anthony Davis@@@2015,2014-2015_davisan02_regular_season_box_scores.csv,New Orleans Pelicans,"$7,070,730",PF
14.25,8.29,47,2043.12,41.14,34.66,82.99,0.63,4.17,8.68,1.4,0.48,2.8,2.55,13.63,Kyle Lowry,2018,32,Kyle Lowry@@@2019,2018-2019_lowryky01_regular_season_box_scores.csv,Toronto Raptors,"$34,996,296",PG
22.1,-1.11,28,2075.89,46.05,38.81,68.24,0.85,3.48,5.08,1.13,0.35,2.05,1.95,15.81,CJ McCollum,2021,27,CJ McCollum@@@2022,2021-2022_mccolcj01_regular_season_box_scores.csv,New Orleans Pelicans,"$33,333,333",SG
13.19,-1.88,24,1340.65,50.68,39.53,77.99,1.31,4.28,1.66,0.49,0.58,1.93,1.96,9.12,Michael Beasley,2017,32,Michael Beasley@@@2018,2017-2018_beaslmi01_regular_season_box_scores.csv,Los Angeles Lakers,"$3,500,000",F
22.12,2.58,36,2051.91,43.14,38.44,86.43,0.4,2.7,5.55,1.14,0.3,2.24,1.23,16.45,Kemba Walker,2017,21,Kemba Walker@@@2018,2017-2018_walkeke02_regular_season_box_scores.csv,Charlotte Hornets,"$12,000,000",PG
21.87,1.37,55,2083.45,44.17,33.01,84.15,1.48,3.15,8.17,1.89,0.37,3.85,2.52,17.49,Russell Westbrook,2010,22,Russell Westbrook@@@2011,2010-2011_westbru01_regular_season_box_scores.csv,Oklahoma City Thunder,"$5,082,416",PG
7.22,4.13,28,1496.11,40.35,34.67,77.27,0.27,2.64,3.51,0.51,0.11,1.02,1.82,6.04,Joe Ingles,2021,33,Joe Ingles@@@2022,2021-2022_inglejo01_regular_season_box_scores.csv,Milwaukee Bucks,"$6,479,000",SG
11.07,3.83,24,1397.17,50.96,33.91,81.13,1.78,4.93,1.8,0.22,1.15,1.07,1.85,9.75,Serge Ibaka,2020,29,Serge Ibaka@@@2021,2020-2021_ibakase01_regular_season_box_scores.csv,Milwaukee Bucks,"$9,720,900",F
19.42,3.89,46,1827.11,52.1,0.0,75.77,2.81,4.11,0.95,0.45,2.08,1.77,2.05,14.81,Brook Lopez,2012,25,Brook Lopez@@@2013,2012-2013_lopezbr01_regular_season_box_scores.csv,Brooklyn Nets,"$14,693,906",C
16.85,-3.73,23,2157.11,44.9,37.07,74.25,0.4,2.18,3.0,1.11,0.23,2.32,1.55,11.14,Eric Gordon,2009,20,Eric Gordon@@@2010,2009-2010_gordoer01_regular_season_box_scores.csv,LA Clippers,"$3,016,680",SG
16.35,0.31,41,2030.79,50.1,34.75,77.35,1.04,2.47,4.49,1.0,0.19,2.22,2.5,12.18,Goran Dragic,2014,26,Goran Dragic@@@2015,2014-2015_dragigo01_regular_season_box_scores.csv,Miami Heat,"$14,783,000",PG
7.78,1.21,50,1093.37,55.56,0.0,54.66,2.44,3.98,0.79,0.61,0.48,1.37,2.73,6.48,DeJuan Blair,2009,21,DeJuan Blair@@@2010,2009-2010_blairde01_regular_season_box_scores.csv,San Antonio Spurs,"$918,000",C
27.71,3.45,52,2336.65,46.23,35.02,88.0,0.73,6.1,2.74,1.13,0.97,2.79,2.04,19.6,Kevin Durant,2010,22,Kevin Durant@@@2011,2010-2011_duranke01_regular_season_box_scores.csv,Oklahoma City Thunder,"$15,506,632",PF
17.42,-0.44,28,1863.55,44.93,38.75,76.7,0.75,2.67,2.95,0.98,0.2,2.04,2.13,11.18,Bradley Beal,2015,22,Bradley Beal@@@2016,2015-2016_bealbr01_regular_season_box_scores.csv,Washington Wizards,"$22,116,750",SG
9.63,1.87,49,1773.01,45.38,37.79,83.9,0.37,2.23,1.72,1.08,0.35,0.91,1.7,7.21,Courtney Lee,2015,26,Courtney Lee@@@2016,2015-2016_leeco01_regular_season_box_scores.csv,New York Knicks,"$11,242,000",G
5.17,1.21,55,998.72,50.84,0.0,64.71,1.49,3.77,0.46,0.36,0.78,0.85,1.83,4.64,Kosta Koufos,2014,27,Kosta Koufos@@@2015,2014-2015_koufoko01_regular_season_box_scores.csv,Sacramento Kings,"$7,700,000",C
6.41,-1.68,29,1026.52,42.49,26.21,72.37,1.07,3.0,1.88,0.48,0.25,0.55,1.7,5.69,Blake Griffin,2021,35,Blake Griffin@@@2022,2021-2022_griffbl01_regular_season_box_scores.csv,Boston Celtics,"$1,836,090",PF
19.61,0.43,24,2040.23,47.26,41.46,84.32,0.84,5.02,4.11,1.18,0.32,2.07,1.68,15.35,Gordon Hayward,2020,25,Gordon Hayward@@@2021,2020-2021_haywago01_regular_season_box_scores.csv,Charlotte Hornets,"$29,925,000",SF
12.14,0.0,23,1805.76,42.31,33.33,80.39,0.38,2.14,8.17,1.02,0.43,2.31,2.14,11.38,Jeff Teague,2018,25,Jeff Teague@@@2019,2018-2019_teaguje01_regular_season_box_scores.csv,Atlanta Hawks,"$19,000,000",PG
9.82,3.29,44,1780.47,44.48,39.94,78.72,0.38,3.49,5.18,0.9,0.15,1.97,2.14,8.82,Joe Ingles,2019,31,Joe Ingles@@@2020,2019-2020_inglejo01_regular_season_box_scores.csv,Utah Jazz,"$10,863,637",SG
5.48,2.12,28,989.4,59.9,0.0,60.0,1.98,3.4,0.31,0.5,0.85,0.69,2.0,5.69,Kosta Koufos,2011,24,Kosta Koufos@@@2012,2011-2012_koufoko01_regular_season_box_scores.csv,Denver Nuggets,"$3,000,000",C
7.14,0.15,43,1485.08,40.09,31.78,74.55,0.34,1.51,3.37,1.25,0.16,1.68,2.4,5.4,Mario Chalmers,2009,23,Mario Chalmers@@@2010,2009-2010_chalmma01_regular_season_box_scores.csv,Miami Heat,"$854,389",G
28.18,8.99,52,2148.0,50.54,38.67,89.76,0.62,7.56,5.01,0.96,1.18,3.47,1.9,22.11,Kevin Durant,2015,27,Kevin Durant@@@2016,2015-2016_duranke01_regular_season_box_scores.csv,Golden State Warriors,"$26,540,100",PF
13.4,-6.3,4,1764.9,40.5,32.81,68.18,0.9,4.5,0.5,0.4,0.7,0.8,3.2,7.75,Carmelo Anthony,2018,34,Carmelo Anthony@@@2019,2018-2019_anthoca01_regular_season_box_scores.csv,Portland Trail Blazers,"$1,364,204",PF
3.64,-1.89,24,951.16,35.71,33.79,72.41,0.62,2.18,0.76,0.35,0.2,0.62,1.35,2.69,Anthony Tolliver,2019,30,Anthony Tolliver@@@2020,2019-2020_tollian01_regular_season_box_scores.csv,Philadelphia 76ers,"$263,501",PF
11.74,1.08,34,1592.67,46.17,33.66,80.53,0.8,1.74,5.32,1.29,0.15,2.38,2.52,9.65,Goran Dragic,2011,23,Goran Dragic@@@2012,2011-2012_dragigo01_regular_season_box_scores.csv,Phoenix Suns,"$7,500,000",PG
3.11,1.86,50,883.14,50.64,0.0,45.63,1.92,3.38,0.48,0.45,1.03,1.03,1.83,3.7,Omer Asik,2011,24,Omer Asik@@@2012,2011-2012_asikom01_regular_season_box_scores.csv,Houston Rockets,"$8,374,646",C
19.64,3.85,37,1887.57,44.82,32.06,88.48,0.83,2.13,4.7,1.06,0.34,2.34,2.02,13.5,Kyrie Irving,2015,23,Kyrie Irving@@@2016,2015-2016_irvinky01_regular_season_box_scores.csv,Cleveland Cavaliers,"$17,638,063",PG
18.58,-1.4,39,2001.01,46.03,41.12,82.87,0.72,4.74,2.4,0.89,0.44,1.31,2.05,13.19,Tobias Harris,2017,19,Tobias Harris@@@2018,2017-2018_harrito02_regular_season_box_scores.csv,Philadelphia 76ers,"$14,800,000",PF
15.5,-1.44,8,1707.56,35.2,24.32,77.55,0.94,3.72,3.28,0.39,0.39,2.22,1.5,9.16,Blake Griffin,2019,33,Blake Griffin@@@2020,2019-2020_griffbl01_regular_season_box_scores.csv,Brooklyn Nets,"$776,983",PF
23.48,7.89,55,2062.11,45.43,29.62,81.15,1.81,6.01,10.42,2.04,0.25,4.28,2.5,20.89,Russell Westbrook,2015,27,Russell Westbrook@@@2016,2015-2016_westbru01_regular_season_box_scores.csv,Oklahoma City Thunder,"$26,540,100",PG
12.46,-5.83,11,2007.06,43.61,33.78,86.93,0.85,2.7,1.7,1.31,0.28,1.07,1.83,8.92,Courtney Lee,2009,20,Courtney Lee@@@2010,2009-2010_leeco01_regular_season_box_scores.csv,Houston Rockets,"$1,352,640",G
21.57,-1.72,27,2022.74,49.46,25.68,87.95,0.66,3.59,6.92,0.92,0.25,1.95,2.1,18.33,DeMar DeRozan,2020,35,DeMar DeRozan@@@2021,2020-2021_derozde01_regular_season_box_scores.csv,Chicago Bulls,"$26,000,000",SF
28.98,1.45,41,2286.3,43.91,35.92,86.02,0.77,5.34,7.46,1.7,0.62,4.56,2.79,21.88,James Harden,2015,20,James Harden@@@2016,2015-2016_hardeja01_regular_season_box_scores.csv,Houston Rockets,"$26,540,100",SG
2.52,-2.92,7,771.16,30.43,22.5,75.0,0.72,1.44,0.76,0.16,0.04,0.56,1.0,1.56,Ryan Anderson,2018,27,Ryan Anderson@@@2019,2018-2019_anderry01_regular_season_box_scores.csv,Houston Rockets,"$1,620,564",PF
6.6,-1.5,50,1031.77,45.39,34.07,68.55,0.58,2.24,0.82,0.45,0.23,0.87,1.82,4.25,Jaylen Brown,2016,19,Jaylen Brown@@@2017,2016-2017_brownja02_regular_season_box_scores.csv,Boston Celtics,"$4,956,480",SG
7.48,0.29,10,1421.19,37.75,25.4,81.82,0.62,2.48,4.1,0.9,0.19,1.62,2.14,6.02,Goran Dragic,2021,33,Goran Dragic@@@2022,2021-2022_dragigo01_regular_season_box_scores.csv,Milwaukee Bucks,"$390,433",PG
14.2,1.97,41,1981.11,44.58,36.84,84.52,0.34,2.64,7.03,1.46,0.33,2.53,2.44,12.21,Jeff Teague,2017,24,Jeff Teague@@@2018,2017-2018_teaguje01_regular_season_box_scores.csv,Minnesota Timberwolves,"$19,000,000",PG
26.79,9.47,61,2271.36,56.5,40.55,75.33,1.28,6.75,7.25,1.7,0.88,2.97,1.45,24.41,LeBron James,2012,28,LeBron James@@@2013,2012-2013_jamesle01_regular_season_box_scores.csv,Miami Heat,"$19,067,500",SF
19.73,1.18,38,2169.7,43.34,34.88,82.39,0.76,4.2,3.7,1.19,0.34,2.52,2.29,13.76,Gordon Hayward,2015,20,Gordon Hayward@@@2016,2015-2016_haywago01_regular_season_box_scores.csv,Utah Jazz,"$16,073,140",SF
21.93,8.72,47,2109.69,50.17,40.0,72.83,1.88,5.7,5.28,0.94,0.52,2.27,2.93,17.3,Blake Griffin,2014,28,Blake Griffin@@@2015,2014-2015_griffbl01_regular_season_box_scores.csv,LA Clippers,"$18,907,726",PF
23.18,-2.3,17,2106.4,53.24,18.57,71.31,2.65,7.2,3.05,1.23,2.25,2.05,2.42,19.94,Anthony Davis,2021,30,Anthony Davis@@@2022,2021-2022_davisan02_regular_season_box_scores.csv,Los Angeles Lakers,"$37,980,720",PF
22.14,10.46,71,1999.81,46.97,42.46,87.33,0.44,3.39,2.08,0.75,0.61,1.72,1.9,14.59,Klay Thompson,2015,25,Klay Thompson@@@2016,2015-2016_thompkl01_regular_season_box_scores.csv,Golden State Warriors,"$16,663,575",SG
16.24,5.08,57,1930.4,42.69,39.93,85.44,0.85,4.72,6.88,1.09,0.24,2.35,2.46,14.4,Kyle Lowry,2017,31,Kyle Lowry@@@2018,2017-2018_lowryky01_regular_season_box_scores.csv,Toronto Raptors,"$31,200,000",PG
14.94,3.0,41,2097.91,42.61,34.84,84.9,0.79,5.33,5.76,0.93,0.61,2.93,1.63,12.13,Nicolas Batum,2015,27,Nicolas Batum@@@2016,2015-2016_batumni01_regular_season_box_scores.csv,Charlotte Hornets,"$20,869,566",PF
6.96,-1.54,11,640.35,49.02,17.65,71.79,0.5,1.81,0.96,0.35,0.38,1.04,1.62,4.32,Michael Beasley,2018,33,Michael Beasley@@@2019,2018-2019_beaslmi01_regular_season_box_scores.csv,Brooklyn Nets,"$3,500,000",F
25.63,0.43,39,2094.56,43.41,35.57,84.44,0.63,3.77,5.9,1.24,0.41,2.57,1.6,18.51,Kemba Walker,2018,22,Kemba Walker@@@2019,2018-2019_walkeke02_regular_season_box_scores.csv,Boston Celtics,"$32,742,000",PG
17.2,-5.01,22,2086.15,46.71,9.62,81.34,0.91,2.93,1.8,1.04,0.38,1.76,2.65,10.88,DeMar DeRozan,2010,25,DeMar DeRozan@@@2011,2010-2011_derozde01_regular_season_box_scores.csv,Toronto Raptors,"$3,344,250",SF
6.34,1.38,36,1131.16,40.97,36.55,78.26,0.67,2.43,0.78,0.32,0.21,0.67,1.8,4.31,Anthony Tolliver,2014,25,Anthony Tolliver@@@2015,2014-2015_tollian01_regular_season_box_scores.csv,Detroit Pistons,"$3,000,000",PF
10.84,-3.03,29,1916.43,45.6,40.15,86.73,0.69,2.68,2.32,1.05,0.31,0.9,1.83,8.6,Courtney Lee,2016,27,Courtney Lee@@@2017,2016-2017_leeco01_regular_season_box_scores.csv,New York Knicks,"$12,253,780",G
31.3,-0.05,32,2147.15,48.48,34.85,88.89,1.2,3.52,4.42,1.15,0.37,3.12,2.33,21.65,Bradley Beal,2020,27,Bradley Beal@@@2021,2020-2021_bealbr01_regular_season_box_scores.csv,Washington Wizards,"$33,724,200",SG
12.6,6.82,54,1923.27,47.87,32.61,75.21,1.81,5.03,0.85,0.49,1.9,1.38,2.71,9.5,Serge Ibaka,2015,24,Serge Ibaka@@@2016,2015-2016_ibakase01_regular_season_box_scores.csv,Toronto Raptors,"$12,250,000",F
10.84,-0.68,10,1883.08,51.35,0.0,67.19,4.36,7.12,1.72,1.4,0.68,1.8,2.48,11.59,Anderson Varejao,2011,26,Anderson Varejao@@@2012,2011-2012_varejan01_regular_season_box_scores.csv,Cleveland Cavaliers,"$8,368,182",C
5.01,-0.62,36,1270.34,41.53,35.64,75.0,0.28,1.94,2.3,0.91,0.13,1.24,1.57,4.09,Joe Ingles,2014,26,Joe Ingles@@@2015,2014-2015_inglejo01_regular_season_box_scores.csv,Utah Jazz,"$2,050,000",SG
9.81,4.16,49,1790.27,45.36,38.5,74.23,0.56,2.37,4.89,1.63,0.22,2.22,2.88,8.54,Mario Chalmers,2013,27,Mario Chalmers@@@2014,2013-2014_chalmma01_regular_season_box_scores.csv,Miami Heat,"$4,000,000",G
9.39,5.08,47,1292.76,51.6,46.02,84.16,0.85,2.15,3.05,0.8,0.08,0.97,1.42,8.83,George Hill,2019,30,George Hill@@@2020,2019-2020_hillge01_regular_season_box_scores.csv,Philadelphia 76ers,"$9,590,602",PG
9.96,-1.81,28,1622.76,46.0,41.46,78.57,0.63,2.07,2.78,0.91,0.4,1.31,1.91,7.94,George Hill,2017,28,George Hill@@@2018,2017-2018_hillge01_regular_season_box_scores.csv,Milwaukee Bucks,"$19,000,000",PG
5.16,-0.89,36,825.03,43.75,37.5,79.38,0.16,1.3,1.97,0.64,0.36,0.91,1.17,4.15,Jeff Teague,2010,17,Jeff Teague@@@2011,2010-2011_teaguje01_regular_season_box_scores.csv,Atlanta Hawks,"$1,579,920",PG
14.68,2.66,28,1534.64,46.97,38.76,86.61,0.4,2.2,4.18,0.98,0.38,1.56,1.12,11.39,Derrick Rose,2020,32,Derrick Rose@@@2021,2020-2021_rosede01_regular_season_box_scores.csv,New York Knicks,"$13,445,120",PG
5.94,-8.47,17,1391.04,44.28,0.0,80.69,1.63,3.28,1.17,0.4,1.36,0.94,3.11,5.26,Roy Hibbert,2015,29,Roy Hibbert@@@2016,2015-2016_hibbero01_regular_season_box_scores.csv,Denver Nuggets,"$5,000,000",C
12.44,0.39,23,1450.03,40.14,35.55,89.53,0.53,3.17,1.41,0.8,0.34,0.97,1.59,8.85,Danilo Gallinari,2014,27,Danilo Gallinari@@@2015,2014-2015_gallida01_regular_season_box_scores.csv,Denver Nuggets,"$14,000,000",PF
21.85,-0.6,32,2108.15,43.38,33.87,82.88,1.36,6.36,4.15,0.86,0.53,2.44,2.5,15.46,Carmelo Anthony,2015,31,Carmelo Anthony@@@2016,2015-2016_anthoca01_regular_season_box_scores.csv,New York Knicks,"$24,559,380",PF
20.68,-0.84,29,2107.42,45.9,30.0,76.11,1.3,2.3,2.02,0.96,0.57,2.25,2.04,13.08,Andrew Wiggins,2015,20,Andrew Wiggins@@@2016,2015-2016_wiggian01_regular_season_box_scores.csv,Minnesota Timberwolves,"$6,006,600",SF
25.99,8.46,54,2078.12,52.13,35.31,88.54,0.42,5.95,5.86,0.74,1.08,2.88,1.99,20.98,Kevin Durant,2018,30,Kevin Durant@@@2019,2018-2019_duranke01_regular_season_box_scores.csv,Phoenix Suns,"$38,199,000",PF
25.47,7.92,45,2072.95,43.71,38.0,92.28,0.53,4.7,6.31,1.33,0.36,3.22,2.03,19.03,Stephen Curry,2021,33,Stephen Curry@@@2022,2021-2022_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$48,070,014",PG
13.48,4.15,40,2050.57,42.65,37.61,76.49,1.19,2.93,6.67,1.36,0.31,2.11,2.76,12.2,Kyle Lowry,2010,24,Kyle Lowry@@@2011,2010-2011_lowryky01_regular_season_box_scores.csv,Houston Rockets,"$5,750,000",PG
6.11,-4.21,21,992.05,58.39,28.57,73.21,1.79,2.52,0.84,0.44,0.48,0.76,1.97,5.69,Taj Gibson,2019,30,Taj Gibson@@@2020,2019-2020_gibsota01_regular_season_box_scores.csv,New York Knicks,"$1,442,968",F
22.95,4.03,44,2161.32,42.77,28.95,65.63,1.49,9.56,10.74,1.95,0.45,4.45,3.36,19.32,Russell Westbrook,2018,30,Russell Westbrook@@@2019,2018-2019_westbru01_regular_season_box_scores.csv,Houston Rockets,"$38,506,482",PG
23.0,5.48,57,2033.85,45.65,31.01,82.47,0.74,3.2,5.21,1.06,0.28,2.19,1.89,16.81,DeMar DeRozan,2017,32,DeMar DeRozan@@@2018,2017-2018_derozde01_regular_season_box_scores.csv,San Antonio Spurs,"$27,739,975",SF
7.74,1.09,20,1407.58,50.96,25.0,64.08,1.79,3.49,0.67,0.93,0.51,0.91,2.16,6.68,Luc Mbah a Moute,2011,23,Luc Mbah a Moute@@@2012,2011-2012_mbahalu01_regular_season_box_scores.csv,Milwaukee Bucks,"$4,794,192",F
21.85,7.44,32,2114.62,43.45,31.21,81.17,0.67,2.69,7.87,0.9,0.72,3.05,1.33,16.61,Derrick Rose,2011,23,Derrick Rose@@@2012,2011-2012_rosede01_regular_season_box_scores.csv,Chicago Bulls,"$17,632,688",PG
29.48,10.83,51,1825.57,55.33,30.38,63.28,2.22,11.37,5.62,0.97,1.05,3.65,3.1,24.31,Giannis Antetokounmpo,2019,25,Giannis Antetokounmpo@@@2020,2019-2020_antetgi01_regular_season_box_scores.csv,Milwaukee Bucks,"$27,528,090",PF
23.82,4.93,37,1982.64,48.67,40.09,87.35,1.06,3.94,6.93,1.54,0.51,2.57,2.49,19.38,Kyrie Irving,2018,26,Kyrie Irving@@@2019,2018-2019_irvinky01_regular_season_box_scores.csv,Brooklyn Nets,"$31,742,000",PG
14.65,4.22,40,2188.05,48.24,8.33,74.76,1.85,7.06,3.14,0.95,1.86,1.86,3.09,13.15,Marc Gasol,2011,26,Marc Gasol@@@2012,2011-2012_gasolma01_regular_season_box_scores.csv,Memphis Grizzlies,"$13,891,359",C
11.08,-8.42,7,1760.42,37.58,34.08,87.5,0.5,1.77,6.4,0.75,0.02,2.29,1.35,8.67,D.J. Augustin,2011,26,D.J. Augustin@@@2012,2011-2012_augusdj01_regular_season_box_scores.csv,Indiana Pacers,"$3,500,000",G
11.62,2.05,28,1349.73,43.14,38.21,86.61,0.33,1.3,1.79,0.8,0.09,0.82,1.59,8.04,Patty Mills,2019,30,Patty Mills@@@2020,2019-2020_millspa02_regular_season_box_scores.csv,San Antonio Spurs,"$13,535,714",PG
17.03,0.47,24,1825.53,42.73,36.59,87.28,1.98,4.02,1.11,0.58,0.38,1.36,1.65,11.59,Ryan Anderson,2015,24,Ryan Anderson@@@2016,2015-2016_anderry01_regular_season_box_scores.csv,Houston Rockets,"$18,735,364",PF
9.37,-4.89,26,1731.03,40.23,29.41,62.15,0.76,3.24,2.1,0.63,0.46,1.47,2.0,5.93,Brandon Ingram,2016,19,Brandon Ingram@@@2017,2016-2017_ingrabr01_regular_season_box_scores.csv,Los Angeles Lakers,"$5,519,400",SF
