points_scored,plus_minus,outcome,seconds_played_per_game,made_field_goals_percent,made_three_point_field_goals_percent,made_free_throws_percent,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,NAME_x,Start_Year_x,Age,Name_Year,File_Name,TEAM,SALARY,POSITION
34.34,4.18,43,2190.47,44.39,35.47,86.5,1.03,5.53,7.53,1.84,0.88,4.53,3.34,26.31,James Harden,2019,24,James Harden@@@2020,2019-2020_hardeja01_regular_season_box_scores.csv,Brooklyn Nets,"$41,254,920",SG
9.89,2.45,48,1395.88,42.53,39.36,85.44,0.29,1.93,2.99,0.6,0.12,1.13,1.57,7.33,Patty Mills,2018,29,Patty Mills@@@2019,2018-2019_millspa02_regular_season_box_scores.csv,San Antonio Spurs,"$12,428,571",PG
19.25,1.33,35,2066.47,44.53,36.36,81.17,0.71,4.2,4.12,1.42,0.39,2.71,1.72,14.26,Gordon Hayward,2014,19,Gordon Hayward@@@2015,2014-2015_haywago01_regular_season_box_scores.csv,Utah Jazz,"$15,409,570",SF
18.49,0.86,24,1961.8,44.08,26.67,80.39,0.71,3.29,7.61,1.33,0.76,3.2,2.39,14.66,John Wall,2012,22,John Wall@@@2013,2012-2013_walljo01_regular_season_box_scores.csv,Washington Wizards,"$7,459,925",PG
21.4,5.14,22,2006.2,49.92,33.33,72.68,1.46,6.94,4.86,0.8,0.49,2.37,2.71,16.36,Blake Griffin,2015,29,Blake Griffin@@@2016,2015-2016_griffbl01_regular_season_box_scores.csv,LA Clippers,"$20,140,839",PF
27.69,9.0,56,1965.28,57.82,25.62,72.89,2.21,10.26,5.89,1.28,1.53,3.72,3.22,24.63,Giannis Antetokounmpo,2018,24,Giannis Antetokounmpo@@@2019,2018-2019_antetgi01_regular_season_box_scores.csv,Milwaukee Bucks,"$25,842,697",PF
12.6,0.53,22,1857.89,47.69,33.5,78.17,1.34,5.17,1.02,0.85,3.38,1.43,3.51,11.24,Eric Bledsoe,2020,24,Eric Bledsoe@@@2021,2020-2021_turnemy01_regular_season_box_scores.csv,LA Clippers,"$18,125,000",SG
27.4,-0.35,8,1973.9,47.84,39.44,92.16,1.1,4.05,6.4,1.35,0.5,2.6,2.65,21.16,Kyrie Irving,2019,27,Kyrie Irving@@@2020,2019-2020_irvinky01_regular_season_box_scores.csv,Brooklyn Nets,"$31,742,000",PG
10.36,0.91,40,1682.04,49.29,0.0,72.12,3.01,3.41,0.99,0.22,1.44,1.12,1.86,8.59,Robin Lopez,2016,28,Robin Lopez@@@2017,2016-2017_lopezro01_regular_season_box_scores.csv,Chicago Bulls,"$14,357,750",C
27.25,2.16,36,2157.02,47.15,25.82,76.32,1.75,6.16,7.04,1.63,0.35,4.47,3.51,19.12,Russell Westbrook,2019,31,Russell Westbrook@@@2020,2019-2020_westbru01_regular_season_box_scores.csv,Washington Wizards,"$41,358,814",PG
10.76,-1.16,32,1445.53,56.61,32.35,75.71,2.46,4.09,1.2,0.76,0.56,1.04,2.66,9.71,Taj Gibson,2018,29,Taj Gibson@@@2019,2018-2019_gibsota01_regular_season_box_scores.csv,New York Knicks,"$9,000,000",F
14.45,3.97,48,1838.81,62.59,20.0,76.88,3.3,7.23,1.43,0.59,1.17,1.49,2.84,14.01,Deandre Ayton,2020,22,Deandre Ayton@@@2021,2020-2021_aytonde01_regular_season_box_scores.csv,Phoenix Suns,"$12,632,950",C
18.69,2.46,38,2016.91,46.24,34.72,85.48,1.86,3.4,4.05,1.89,0.6,1.46,1.71,16.53,Jimmy Butler,2018,29,Jimmy Butler@@@2019,2018-2019_butleji01_regular_season_box_scores.csv,Miami Heat,"$32,742,000",SF
10.28,-3.8,17,1182.08,40.54,35.59,75.0,0.32,3.1,3.1,0.88,0.22,1.52,1.5,7.3,Tyreke Evans,2016,28,Tyreke Evans@@@2017,2016-2017_evansty01_regular_season_box_scores.csv,Memphis Grizzlies,"$3,290,000",G
16.73,-1.51,22,2100.62,42.19,26.09,80.97,0.63,2.71,2.03,0.76,0.27,1.95,2.57,9.37,DeMar DeRozan,2011,26,DeMar DeRozan@@@2012,2011-2012_derozde01_regular_season_box_scores.csv,Toronto Raptors,"$3,344,250",SF
7.54,5.0,52,1538.67,48.12,36.42,68.42,0.36,2.69,0.9,1.18,0.41,1.11,1.64,5.86,Luc Mbah a Moute,2017,29,Luc Mbah a Moute@@@2018,2017-2018_mbahalu01_regular_season_box_scores.csv,LA Clippers,"$4,320,500",F
21.81,3.19,23,1936.22,49.1,26.0,73.83,1.72,6.22,3.06,1.25,1.64,2.06,1.67,17.49,Anthony Davis,2020,29,Anthony Davis@@@2021,2020-2021_davisan02_regular_season_box_scores.csv,Los Angeles Lakers,"$35,361,360",PF
21.66,10.06,64,1912.65,46.34,43.85,87.89,0.35,2.86,2.88,1.13,0.78,1.94,1.58,15.05,Klay Thompson,2014,24,Klay Thompson@@@2015,2014-2015_thompkl01_regular_season_box_scores.csv,Golden State Warriors,"$15,501,000",SG
9.35,3.08,43,2011.34,40.0,32.36,85.71,0.87,4.99,4.8,1.1,0.56,1.86,1.49,9.22,Nicolas Batum,2014,26,Nicolas Batum@@@2015,2014-2015_batumni01_regular_season_box_scores.csv,Charlotte Hornets,"$13,125,306",PF
23.99,1.64,43,2055.65,44.86,36.58,86.34,0.77,3.64,4.26,1.01,0.2,2.67,2.49,15.71,Donovan Mitchell,2019,22,Donovan Mitchell@@@2020,2019-2020_mitchdo01_regular_season_box_scores.csv,Utah Jazz,"$5,195,501",SG
5.32,0.24,36,1117.18,38.55,36.03,61.7,0.54,2.64,0.72,0.36,0.22,0.39,1.19,4.03,Anthony Tolliver,2015,26,Anthony Tolliver@@@2016,2015-2016_tollian01_regular_season_box_scores.csv,Sacramento Kings,"$8,000,000",PF
10.21,-1.71,23,1408.05,45.19,41.91,86.77,0.4,1.73,3.83,0.72,0.0,1.64,1.25,8.4,D.J. Augustin,2017,32,D.J. Augustin@@@2018,2017-2018_augusdj01_regular_season_box_scores.csv,Orlando Magic,"$7,250,000",G
14.33,2.56,35,1983.53,47.58,37.56,83.64,2.11,5.69,0.86,0.47,2.42,1.52,3.03,11.18,Serge Ibaka,2014,23,Serge Ibaka@@@2015,2014-2015_ibakase01_regular_season_box_scores.csv,Oklahoma City Thunder,"$12,250,000",F
11.07,3.8,54,1904.41,55.12,0.0,81.82,3.98,4.56,0.89,0.3,1.7,1.02,2.39,11.38,Robin Lopez,2013,25,Robin Lopez@@@2014,2013-2014_lopezro01_regular_season_box_scores.csv,Portland Trail Blazers,"$6,124,729",C
9.1,-5.52,8,1923.71,52.78,0.0,66.67,3.16,6.55,1.45,0.87,1.23,1.29,2.81,9.85,Anderson Varejao,2010,25,Anderson Varejao@@@2011,2010-2011_varejan01_regular_season_box_scores.csv,Cleveland Cavaliers,"$7,700,000",C
4.22,0.02,40,919.33,42.61,38.57,72.22,0.23,1.63,1.19,0.68,0.05,0.8,1.21,3.2,Joe Ingles,2015,27,Joe Ingles@@@2016,2015-2016_inglejo01_regular_season_box_scores.csv,Utah Jazz,"$2,150,000",SG
7.85,-1.21,40,1493.08,46.42,37.18,86.11,0.4,2.04,1.83,1.14,0.27,1.08,1.78,6.01,Courtney Lee,2012,23,Courtney Lee@@@2013,2012-2013_leeco01_regular_season_box_scores.csv,Memphis Grizzlies,"$5,225,000",G
16.41,4.43,49,1885.21,49.94,39.53,93.37,0.36,4.1,8.89,1.41,0.27,2.23,2.37,16.19,Chris Paul,2020,35,Chris Paul@@@2021,2020-2021_paulch01_regular_season_box_scores.csv,Phoenix Suns,"$30,000,000",PG
14.47,-2.86,32,1689.85,43.59,22.11,77.1,1.06,3.68,5.04,1.17,0.29,2.43,2.15,10.98,Tyreke Evans,2013,25,Tyreke Evans@@@2014,2013-2014_evansty01_regular_season_box_scores.csv,New Orleans Pelicans,"$11,265,416",G
13.9,4.35,53,1832.18,47.54,43.39,82.56,0.62,4.4,1.6,1.04,0.72,1.42,2.12,10.5,Jayson Tatum,2017,19,Jayson Tatum@@@2018,2017-2018_tatumja01_regular_season_box_scores.csv,Boston Celtics,"$6,700,800",SF
20.82,1.96,44,2084.78,44.79,41.74,82.74,0.59,2.65,4.26,1.21,0.29,2.45,2.34,13.53,CJ McCollum,2015,21,CJ McCollum@@@2016,2015-2016_mccolcj01_regular_season_box_scores.csv,Portland Trail Blazers,"$3,219,579",SG
7.63,2.45,39,1302.37,45.21,31.37,82.35,0.65,1.82,2.25,0.87,0.13,0.85,1.7,6.28,George Hill,2018,29,George Hill@@@2019,2018-2019_hillge01_regular_season_box_scores.csv,Milwaukee Bucks,"$9,133,907",PG
15.36,1.75,40,1619.62,51.19,38.46,71.77,2.07,6.15,1.4,0.51,0.84,1.98,2.78,11.35,Serge Ibaka,2019,28,Serge Ibaka@@@2020,2019-2020_ibakase01_regular_season_box_scores.csv,LA Clippers,"$9,258,000",F
17.73,2.41,33,1799.86,40.48,28.04,81.28,0.69,2.47,4.92,0.71,0.31,3.16,1.24,10.58,Derrick Rose,2014,26,Derrick Rose@@@2015,2014-2015_rosede01_regular_season_box_scores.csv,Chicago Bulls,"$20,093,064",PG
20.71,-1.35,7,1882.65,56.33,0.0,81.74,2.29,3.71,0.94,0.53,1.76,1.65,3.06,16.09,Brook Lopez,2013,26,Brook Lopez@@@2014,2013-2014_lopezbr01_regular_season_box_scores.csv,Brooklyn Nets,"$15,719,062",C
26.36,5.33,47,2073.25,56.61,38.82,86.8,2.85,7.99,8.32,1.32,0.67,3.08,2.67,25.42,Nikola Jokic,2020,26,Nikola Jokic@@@2021,2020-2021_jokicni01_regular_season_box_scores.csv,Denver Nuggets,"$31,579,390",C
26.39,9.47,41,1918.65,49.54,42.32,92.05,0.71,4.41,6.08,1.57,0.16,3.0,2.24,21.56,Stephen Curry,2017,29,Stephen Curry@@@2018,2017-2018_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$37,457,154",PG
3.2,-1.02,17,520.38,45.33,0.0,55.81,1.14,1.46,0.14,0.2,0.5,0.62,1.18,2.28,Kosta Koufos,2010,23,Kosta Koufos@@@2011,2010-2011_koufoko01_regular_season_box_scores.csv,Denver Nuggets,"$2,203,792",C
3.59,-2.18,6,1377.14,34.57,28.57,90.0,1.14,3.41,3.0,0.77,0.36,1.0,1.86,4.7,Nicolas Batum,2019,31,Nicolas Batum@@@2020,2019-2020_batumni01_regular_season_box_scores.csv,LA Clippers,"$1,620,564",PF
25.41,6.3,18,2028.04,50.96,40.25,85.38,0.59,6.0,4.07,0.89,0.93,2.74,1.48,19.73,Kevin Durant,2014,26,Kevin Durant@@@2015,2014-2015_duranke01_regular_season_box_scores.csv,Oklahoma City Thunder,"$20,158,622",PF
12.01,-3.38,27,1823.61,45.43,40.65,91.94,0.39,2.55,2.37,1.05,0.22,1.11,1.43,9.04,Courtney Lee,2017,28,Courtney Lee@@@2018,2017-2018_leeco01_regular_season_box_scores.csv,Dallas Mavericks,"$12,253,780",G
8.89,0.26,39,1399.46,57.61,20.0,73.45,2.01,5.27,2.24,0.87,0.79,1.48,2.48,9.33,Bam Adebayo,2018,22,Bam Adebayo@@@2019,2018-2019_adebaba01_regular_season_box_scores.csv,Miami Heat,"$3,454,080",C
19.79,1.54,40,1817.04,46.27,43.28,90.39,0.79,5.34,2.62,0.72,0.34,1.46,1.9,15.6,Danilo Gallinari,2018,31,Danilo Gallinari@@@2019,2018-2019_gallida01_regular_season_box_scores.csv,Oklahoma City Thunder,"$22,615,559",PF
7.47,-3.04,37,1057.66,43.54,36.13,62.41,0.51,1.51,2.91,0.71,0.14,1.67,1.79,5.16,Goran Dragic,2010,22,Goran Dragic@@@2011,2010-2011_dragigo01_regular_season_box_scores.csv,Houston Rockets,"$2,108,000",PG
17.48,6.38,34,2007.69,50.0,38.29,85.52,1.06,5.63,4.08,0.73,0.42,1.85,1.85,14.32,Gordon Hayward,2019,24,Gordon Hayward@@@2020,2019-2020_haywago01_regular_season_box_scores.csv,Charlotte Hornets,"$28,500,000",SF
13.18,-6.86,17,1694.3,41.0,35.14,73.68,0.59,2.84,3.32,1.16,0.16,2.45,1.78,8.23,D'Angelo Russell,2015,17,D'Angelo Russell@@@2016,2015-2016_russeda01_regular_season_box_scores.csv,Los Angeles Lakers,"$5,332,800",PG
20.52,-2.15,20,1777.68,47.35,34.63,81.04,1.61,3.76,2.35,0.51,1.65,2.45,2.56,14.26,Brook Lopez,2016,29,Brook Lopez@@@2017,2016-2017_lopezbr01_regular_season_box_scores.csv,Los Angeles Lakers,"$22,642,650",C
25.55,4.94,48,2032.94,48.41,33.96,86.73,0.51,3.69,4.31,0.79,0.24,3.09,2.7,16.78,Devin Booker,2020,25,Devin Booker@@@2021,2020-2021_bookede01_regular_season_box_scores.csv,Phoenix Suns,"$31,650,600",SG
21.71,5.63,52,2183.89,46.8,41.53,86.3,0.73,2.43,5.19,1.52,0.27,2.48,1.95,16.32,Kyrie Irving,2014,22,Kyrie Irving@@@2015,2014-2015_irvinky01_regular_season_box_scores.csv,Cleveland Cavaliers,"$16,407,501",PG
17.0,-2.55,7,1630.77,38.52,36.05,90.35,1.5,9.36,2.18,0.27,0.23,1.91,2.45,12.7,Kevin Love,2018,30,Kevin Love@@@2019,2018-2019_loveke01_regular_season_box_scores.csv,Cleveland Cavaliers,"$28,942,830",PF
28.15,3.75,40,2061.31,42.62,29.86,83.49,1.85,5.43,8.57,2.09,0.21,4.37,2.75,21.57,Russell Westbrook,2014,26,Russell Westbrook@@@2015,2014-2015_westbru01_regular_season_box_scores.csv,Oklahoma City Thunder,"$16,744,218",PG
21.19,3.45,30,2151.04,47.2,32.51,76.75,1.12,3.87,7.73,1.63,0.81,3.13,2.21,17.5,Jrue Holiday,2018,22,Jrue Holiday@@@2019,2018-2019_holidjr01_regular_season_box_scores.csv,New Orleans Pelicans,"$26,231,111",PG
27.87,1.01,43,2165.46,50.42,35.21,87.69,0.74,4.42,4.92,0.89,0.32,2.38,2.34,20.5,DeMar DeRozan,2021,36,DeMar DeRozan@@@2022,2021-2022_derozde01_regular_season_box_scores.csv,Chicago Bulls,"$27,300,000",SF
10.44,6.05,57,2100.32,67.57,0.0,42.78,4.04,9.55,0.9,0.98,2.48,1.5,3.22,12.94,DeAndre Jordan,2013,24,DeAndre Jordan@@@2014,2013-2014_jordade01_regular_season_box_scores.csv,LA Clippers,"$11,440,123",C
8.52,4.69,66,1231.17,42.48,38.44,81.03,0.33,1.62,2.79,0.73,0.07,0.94,1.26,6.47,Patty Mills,2015,26,Patty Mills@@@2016,2015-2016_millspa02_regular_season_box_scores.csv,San Antonio Spurs,"$3,578,948",PG
2.5,3.5,1,419.0,28.57,20.0,0.0,0.0,3.5,1.0,0.5,0.0,0.5,0.5,2.0,Ryan Anderson,2019,28,Ryan Anderson@@@2020,2019-2020_anderry01_regular_season_box_scores.csv,Houston Rockets,"$1,620,564",PF
20.23,2.29,13,1521.39,46.62,36.73,78.28,1.97,5.87,2.13,0.87,2.45,3.77,3.61,14.43,Joel Embiid,2016,22,Joel Embiid@@@2017,2016-2017_embiijo01_regular_season_box_scores.csv,Philadelphia 76ers,"$25,250,000",C
18.55,-0.23,33,2018.15,47.96,44.15,93.39,0.7,3.16,5.84,1.47,0.27,3.05,3.15,14.12,Stephen Curry,2010,22,Stephen Curry@@@2011,2010-2011_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$3,117,120",PG
16.92,5.27,33,1890.63,47.69,40.34,80.1,0.47,2.94,4.16,1.02,0.22,1.73,2.33,12.94,George Hill,2016,27,George Hill@@@2017,2016-2017_hillge01_regular_season_box_scores.csv,Cleveland Cavaliers,"$19,000,000",PG
6.72,-3.14,22,1175.58,57.07,0.0,44.59,2.1,4.55,1.23,0.66,0.45,0.69,2.06,7.06,Kosta Koufos,2017,30,Kosta Koufos@@@2018,2017-2018_koufoko01_regular_season_box_scores.csv,Sacramento Kings,"$8,739,500",C
8.59,-2.07,37,1590.9,52.6,0.0,69.18,2.82,4.08,1.45,0.64,1.05,1.07,2.47,8.53,Taj Gibson,2015,26,Taj Gibson@@@2016,2015-2016_gibsota01_regular_season_box_scores.csv,Oklahoma City Thunder,"$8,950,000",F
20.88,-0.18,37,2215.21,45.41,31.22,83.16,1.18,4.16,4.79,1.64,0.64,1.97,1.85,17.2,Jimmy Butler,2015,26,Jimmy Butler@@@2016,2015-2016_butleji01_regular_season_box_scores.csv,Chicago Bulls,"$17,552,209",SF
16.88,-2.1,32,2117.55,50.64,25.69,72.37,1.41,6.24,4.31,1.18,1.41,2.6,3.22,14.16,Giannis Antetokounmpo,2015,21,Giannis Antetokounmpo@@@2016,2015-2016_antetgi01_regular_season_box_scores.csv,Milwaukee Bucks,"$2,995,421",PF
14.03,-3.7,12,1713.98,45.05,33.02,81.52,3.78,7.18,2.27,0.72,0.38,1.95,2.27,12.62,Kevin Love,2009,21,Kevin Love@@@2010,2009-2010_loveke01_regular_season_box_scores.csv,Minnesota Timberwolves,"$3,638,280",PF
17.28,0.28,39,1902.05,45.02,37.0,80.07,0.72,3.36,4.79,0.84,0.16,2.21,2.4,12.18,Goran Dragic,2017,29,Goran Dragic@@@2018,2017-2018_dragigo01_regular_season_box_scores.csv,Miami Heat,"$18,109,175",PG
24.55,0.52,39,2097.93,46.16,36.21,75.27,1.33,6.2,5.36,0.69,0.37,3.37,2.65,17.67,Blake Griffin,2018,32,Blake Griffin@@@2019,2018-2019_griffbl01_regular_season_box_scores.csv,Detroit Pistons,"$34,449,964",PF
15.43,0.33,28,1967.6,42.97,38.5,84.47,1.22,5.12,1.47,0.84,0.47,1.72,2.95,9.82,Carmelo Anthony,2019,35,Carmelo Anthony@@@2020,2019-2020_anthoca01_regular_season_box_scores.csv,Portland Trail Blazers,"$1,620,564",PF
15.27,3.11,37,2007.08,42.66,40.93,78.31,0.9,2.92,3.08,1.21,0.29,1.95,2.16,10.15,Bradley Beal,2014,21,Bradley Beal@@@2015,2014-2015_bealbr01_regular_season_box_scores.csv,Washington Wizards,"$5,694,674",SG
10.28,4.17,50,1921.36,44.16,36.54,80.68,0.7,3.03,3.49,0.99,0.3,1.21,2.08,8.85,George Hill,2013,24,George Hill@@@2014,2013-2014_hillge01_regular_season_box_scores.csv,Indiana Pacers,"$8,000,000",PG
12.7,5.6,51,1903.96,71.4,0.0,48.24,3.68,10.07,1.19,0.63,1.65,1.42,2.62,14.41,DeAndre Jordan,2016,27,DeAndre Jordan@@@2017,2016-2017_jordade01_regular_season_box_scores.csv,LA Clippers,"$22,642,350",C
26.44,2.52,34,2146.53,45.9,38.56,86.76,0.78,6.59,4.31,1.17,0.48,2.67,1.91,19.14,Jayson Tatum,2020,22,Jayson Tatum@@@2021,2020-2021_tatumja01_regular_season_box_scores.csv,Boston Celtics,"$28,103,500",SF
11.88,6.16,43,1872.57,49.43,37.36,82.54,1.09,4.88,1.6,1.67,0.55,1.07,1.71,10.83,Kawhi Leonard,2012,21,Kawhi Leonard@@@2013,2012-2013_leonaka01_regular_season_box_scores.csv,San Antonio Spurs,"$1,887,840",SF
17.34,-3.03,21,2050.27,38.53,30.36,82.69,0.56,2.98,5.13,1.44,0.5,1.61,1.48,12.85,Kemba Walker,2014,18,Kemba Walker@@@2015,2014-2015_walkeke02_regular_season_box_scores.csv,Charlotte Hornets,"$12,000,000",PG
21.76,-3.72,15,2065.44,44.68,33.23,70.9,1.22,3.85,3.67,0.83,0.98,2.44,2.35,14.45,Andrew Wiggins,2019,24,Andrew Wiggins@@@2020,2019-2020_wiggian01_regular_season_box_scores.csv,Golden State Warriors,"$29,542,010",SF
20.14,-4.65,23,2230.51,45.75,25.53,74.84,0.92,4.36,5.75,1.51,0.36,3.0,2.83,14.73,Tyreke Evans,2009,21,Tyreke Evans@@@2010,2009-2010_evansty01_regular_season_box_scores.csv,Sacramento Kings,"$3,880,920",G
28.13,3.87,45,2181.61,53.35,33.95,82.78,2.49,8.6,2.32,1.53,2.57,2.16,2.12,24.37,Anthony Davis,2017,26,Anthony Davis@@@2018,2017-2018_davisan02_regular_season_box_scores.csv,New Orleans Pelicans,"$25,434,263",PF
13.4,3.97,41,2031.48,44.02,37.7,85.06,0.52,3.95,7.52,1.06,0.27,2.67,2.81,12.3,Kyle Lowry,2021,35,Kyle Lowry@@@2022,2021-2022_lowryky01_regular_season_box_scores.csv,Miami Heat,"$28,333,334",PG
20.97,5.03,43,2035.9,45.94,37.53,82.81,0.89,3.14,2.96,0.79,0.4,1.51,2.46,13.82,CJ McCollum,2018,24,CJ McCollum@@@2019,2018-2019_mccolcj01_regular_season_box_scores.csv,Portland Trail Blazers,"$27,556,959",SG
8.43,1.9,32,1160.12,58.76,0.0,70.4,2.04,2.82,0.14,0.2,1.04,0.8,2.29,7.06,Robin Lopez,2009,21,Robin Lopez@@@2010,2009-2010_lopezro01_regular_season_box_scores.csv,Phoenix Suns,"$1,867,320",C
21.19,-1.6,28,1931.5,42.66,32.68,71.34,1.19,6.62,5.96,1.07,0.35,3.43,1.9,15.82,Luka Doncic,2018,23,Luka Doncic@@@2019,2018-2019_doncilu01_regular_season_box_scores.csv,Dallas Mavericks,"$7,683,360",PG
17.43,4.63,48,2257.14,41.92,36.25,80.66,1.11,6.52,4.14,1.81,0.65,2.95,2.87,13.03,Paul George,2012,22,Paul George@@@2013,2012-2013_georgpa01_regular_season_box_scores.csv,Indiana Pacers,"$3,282,003",F
14.36,-5.82,4,1409.64,42.4,28.33,83.33,1.55,4.09,1.09,1.09,1.64,1.36,3.82,10.5,Jaren Jackson Jr.,2020,22,Jaren Jackson Jr.@@@2021,2020-2021_jacksja02_regular_season_box_scores.csv,Memphis Grizzlies,"$9,180,560",PF
12.12,5.15,50,1878.7,44.76,39.13,70.73,0.43,3.6,5.72,1.2,0.24,2.35,2.2,10.37,Joe Ingles,2018,30,Joe Ingles@@@2019,2018-2019_inglejo01_regular_season_box_scores.csv,Utah Jazz,"$11,954,546",SG
12.36,2.59,48,1751.04,47.83,39.89,77.22,0.54,2.09,2.9,0.88,0.33,1.29,2.85,8.99,George Hill,2009,20,George Hill@@@2010,2009-2010_hillge01_regular_season_box_scores.csv,San Antonio Spurs,"$854,389",PG
17.48,5.07,27,1848.28,54.07,0.0,74.7,3.81,4.85,0.93,0.56,0.43,1.56,2.39,13.85,Nikola Pekovic,2013,24,Nikola Pekovic@@@2014,2013-2014_pekovni01_regular_season_box_scores.csv,Minnesota Timberwolves,"$12,100,000",C
26.99,1.05,38,2154.84,44.42,36.96,89.54,0.61,4.29,5.87,0.91,0.27,2.63,2.03,19.8,Damian Lillard,2016,26,Damian Lillard@@@2017,2016-2017_lillada01_regular_season_box_scores.csv,Portland Trail Blazers,"$26,153,057",PG
12.59,3.55,40,1984.45,47.62,34.23,75.68,0.32,2.09,4.86,1.61,0.56,2.03,2.2,10.47,Jeff Teague,2011,18,Jeff Teague@@@2012,2011-2012_teaguje01_regular_season_box_scores.csv,Atlanta Hawks,"$2,433,077",PG
18.8,-7.24,12,2214.73,49.87,0.0,81.73,3.29,5.35,2.28,0.67,1.7,2.49,3.06,15.11,Brook Lopez,2009,22,Brook Lopez@@@2010,2009-2010_lopezbr01_regular_season_box_scores.csv,New Jersey Nets,"$2,413,320",C
24.15,-2.7,10,2141.43,44.42,34.08,79.75,1.8,4.8,3.05,1.0,0.42,2.22,2.17,16.18,Carmelo Anthony,2014,30,Carmelo Anthony@@@2015,2014-2015_anthoca01_regular_season_box_scores.csv,New York Knicks,"$22,875,000",PF
19.03,5.5,40,1884.67,42.68,37.28,87.12,2.47,8.63,1.93,0.88,0.35,2.03,2.08,15.06,Kevin Love,2016,28,Kevin Love@@@2017,2016-2017_loveke01_regular_season_box_scores.csv,Cleveland Cavaliers,"$24,119,025",PF
10.55,-0.82,34,1520.86,44.65,0.0,82.35,2.05,5.05,1.11,0.24,1.64,1.41,2.84,8.06,Roy Hibbert,2014,28,Roy Hibbert@@@2015,2014-2015_hibbero01_regular_season_box_scores.csv,Los Angeles Lakers,"$15,592,217",C
19.55,-1.89,22,2081.51,41.0,36.4,86.81,0.98,4.32,2.55,0.79,0.36,1.45,1.64,14.74,Danilo Gallinari,2015,28,Danilo Gallinari@@@2016,2015-2016_gallida01_regular_season_box_scores.csv,Denver Nuggets,"$15,050,000",PF
6.11,0.96,9,1056.48,43.97,31.11,84.38,0.15,1.7,1.04,0.56,0.15,0.41,1.96,4.11,Khris Middleton,2012,23,Khris Middleton@@@2013,2012-2013_middlkh01_regular_season_box_scores.csv,Milwaukee Bucks,"$788,872",SF
31.98,3.84,37,2049.16,48.21,42.07,91.65,0.46,5.02,5.76,1.22,0.13,3.38,1.89,23.82,Stephen Curry,2020,32,Stephen Curry@@@2021,2020-2021_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$45,780,966",PG
20.45,4.43,37,1866.93,42.52,38.05,86.36,0.64,3.23,4.79,0.86,0.5,2.09,1.62,15.04,Kemba Walker,2019,23,Kemba Walker@@@2020,2019-2020_walkeke02_regular_season_box_scores.csv,Boston Celtics,"$34,379,100",PG
20.67,4.39,54,2148.74,42.41,39.35,87.09,0.43,3.09,5.57,0.78,0.27,2.35,2.4,14.75,Damian Lillard,2013,23,Damian Lillard@@@2014,2013-2014_lillada01_regular_season_box_scores.csv,Portland Trail Blazers,"$3,340,920",PG
6.7,-0.75,34,1589.68,46.26,0.0,70.74,2.14,3.18,0.86,0.91,0.35,0.97,2.28,5.95,Luc Mbah a Moute,2010,22,Luc Mbah a Moute@@@2011,2010-2011_mbahalu01_regular_season_box_scores.csv,Milwaukee Bucks,"$5,000,000",F
14.26,0.91,24,1927.64,40.94,37.44,86.36,0.79,3.74,6.6,1.55,0.3,2.77,2.83,12.33,Kyle Lowry,2011,25,Kyle Lowry@@@2012,2011-2012_lowryky01_regular_season_box_scores.csv,Toronto Raptors,"$5,750,000",PG
21.14,0.27,42,1813.36,43.44,36.85,78.05,0.65,3.23,6.95,1.23,0.25,3.12,1.74,14.94,D'Angelo Russell,2018,20,D'Angelo Russell@@@2019,2018-2019_russeda01_regular_season_box_scores.csv,Minnesota Timberwolves,"$27,285,000",PG
17.22,2.36,45,2090.23,48.24,36.73,84.16,1.05,5.74,3.45,0.64,0.59,1.59,2.25,13.39,Tobias Harris,2021,23,Tobias Harris@@@2022,2021-2022_harrito02_regular_season_box_scores.csv,Philadelphia 76ers,"$37,633,050",PF
14.37,-3.11,34,2017.4,41.65,33.33,90.57,0.46,2.28,6.07,0.66,0.04,1.89,1.85,11.31,D.J. Augustin,2010,25,D.J. Augustin@@@2011,2010-2011_augusdj01_regular_season_box_scores.csv,Charlotte Bobcats,"$3,236,470",G
16.98,-0.86,16,1805.48,40.24,32.37,84.23,0.24,1.6,3.26,1.07,0.19,2.79,1.79,9.78,Eric Gordon,2012,23,Eric Gordon@@@2013,2012-2013_gordoer01_regular_season_box_scores.csv,New Orleans Pelicans,"$14,283,844",SG
13.66,-0.38,33,1647.2,39.92,33.98,85.43,1.77,3.07,0.9,0.54,0.33,1.02,1.85,8.86,Ryan Anderson,2014,23,Ryan Anderson@@@2015,2014-2015_anderry01_regular_season_box_scores.csv,New Orleans Pelicans,"$8,500,000",PF
11.74,1.7,46,1915.86,52.68,42.86,74.83,1.9,5.12,2.47,0.91,1.68,1.8,3.27,10.78,Marc Gasol,2010,25,Marc Gasol@@@2011,2010-2011_gasolma01_regular_season_box_scores.csv,Memphis Grizzlies,"$12,922,194",C
7.33,0.3,43,1564.58,51.7,0.0,58.22,3.21,6.63,0.95,0.38,0.71,1.25,1.89,7.93,Omer Asik,2014,27,Omer Asik@@@2015,2014-2015_asikom01_regular_season_box_scores.csv,New Orleans Pelicans,"$9,213,483",C
